division,school,nickname,logo
D3,Claremont Mudd Scripps,Stags,https://pbs.twimg.com/profile_images/1058488820314697728/On6PY1jr_400x400.jpg
D3,La Verne,Leopards,https://footballpedia.s3.amazonaws.com/logo/Division+3/La_Verne_Leopards.jpg
D3,Occidental,Tigers,https://footballpedia.s3.amazonaws.com/logo/Division+3/Occidental_Tigers.jpg
D3,Pomona-Pitzer,Sagehens,https://pbs.twimg.com/profile_images/619227198105518080/ZfHnj1Dl_400x400.jpg
D3,Redlands,Bulldogs,https://footballpedia.s3.amazonaws.com/logo/Division+3/Redlands_Bulldogs.jpg
D3,Whittier,Poets,https://footballpedia.s3.amazonaws.com/logo/Division+3/Whittier_Poets.jpg
FBS,Alabama,Crimson Tide,https://footballpedia.s3.amazonaws.com/logo/Division+1/Alabama_Crimson_Tide.png
FBS,Arkansas,Razorbacks,https://footballpedia.s3.amazonaws.com/logo/Division+1/Arkansas_Razorbacks.png
FBS,Auburn,Tigers,https://footballpedia.s3.amazonaws.com/logo/Division+1/Auburn_Tigers.png
FBS,Florida,Gators,https://footballpedia.s3.amazonaws.com/logo/Division+1/Florida_Gators.png
FBS,Georgia,Bulldogs,https://footballpedia.s3.amazonaws.com/logo/Division+1/Georgia_Bulldogs.png
FBS,Kentucky,Wildcats,https://footballpedia.s3.amazonaws.com/logo/Division+1/Kentucky_Wildcats.png
FBS,LSU,Fighting Tigers,https://s3.amazonaws.com/footballpedia/logo/Division+1/LSU_Tigers.png
FBS,Mississippi,Rebels,https://footballpedia.s3.amazonaws.com/logo/Division+1/Mississippi_Rebels.png
FBS,Mississippi State,Bulldogs,https://footballpedia.s3.amazonaws.com/logo/Division+1/Mississippi_State_Bulldogs.png
FBS,Missouri,Tigers,https://footballpedia.s3.amazonaws.com/logo/Division+1/Missouri_Tigers.png
FBS,South Carolina,Gamecocks,https://footballpedia.s3.amazonaws.com/logo/Division+1/South_Carolina_Gamecocks.png
FBS,Tennessee,Volunteers,https://footballpedia.s3.amazonaws.com/logo/Division+1/Tennessee_Volunteers.png
FBS,Texas A&M,Aggies,https://s3.amazonaws.com/footballpedia/logo/Division+1/Texas_A_M_Aggies.png
FBS,Vanderbilt,Commodores,https://footballpedia.s3.amazonaws.com/logo/Division+1/Vanderbilt_Commodores.png
D2,Albany State,Golden Rams,https://footballpedia.s3.amazonaws.com/logo/Division+2/Albany_State_Golden_Rams.png
D2,Benedict,Tigers,https://pbs.twimg.com/profile_images/1058171501604716544/kRm2d6YT_400x400.jpg
D2,Central State (OH),Marauders,https://pbs.twimg.com/profile_images/738735448118415365/lDeEk8YE_400x400.jpg
D2,Clark Atlanta,Panthers,https://footballpedia.s3.amazonaws.com/logo/Division+2/Clark_Atlanta_Panthers.jpg
D2,Fort Valley State,Wildcats,https://footballpedia.s3.amazonaws.com/logo/Division+2/Fort_Valley_State_Wildcats.png
D2,Kentucky State,Thorobreds,https://footballpedia.s3.amazonaws.com/logo/Division+2/Kentucky_State_Thorobreds.png
D2,Lane,Dragons,https://pbs.twimg.com/profile_images/1147456750238482433/WvpHwl-p_400x400.jpg
D2,Miles,Golden Bears,https://footballpedia.s3.amazonaws.com/logo/Division+2/Miles_Golden_Bears.png
D2,Morehouse,Maroon Tigers,https://footballpedia.s3.amazonaws.com/logo/Division+2/Morehouse_Maroon_Tigers.png
D2,Tuskegee,Golden Tigers,https://pbs.twimg.com/profile_images/378800000327970200/228568fb1babad560969df332a87f11f_400x400.jpeg
FCS,East Tennessee State,Buccaneers,https://footballpedia.s3.amazonaws.com/logo/Division+1/East_Tennessee_State_Buccaneers.png
FCS,Furman,Paladins,https://footballpedia.s3.amazonaws.com/logo/Division+1/Furman_Paladins.png
FCS,Mercer,Bears,https://footballpedia.s3.amazonaws.com/logo/Division+1/Mercer_Bears.png
FCS,Samford,Bulldogs,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Samford_Bulldogs_logo.svg/1920px-Samford_Bulldogs_logo.svg.png
FCS,The Citadel,Bulldogs,https://footballpedia.s3.amazonaws.com/logo/Division+1/The_Citadel_Bulldogs.png
FCS,UT-Chattanooga,Mocs,https://footballpedia.s3.amazonaws.com/logo/Division+1/UT-Chattanooga_Mocs.png
FCS,VMI,Keydets,https://footballpedia.s3.amazonaws.com/logo/Division+1/VMI_Keydets.png
FCS,Western Carolina,Catamounts,https://footballpedia.s3.amazonaws.com/logo/Division+1/Western_Carolina_Catamounts.png
FCS,Wofford,Terriers,https://footballpedia.s3.amazonaws.com/logo/Division+1/Wofford_Terriers.png
NAIA,Arizona Christian,Firestorm,https://pbs.twimg.com/profile_images/907634199351275521/yyUqAou-_400x400.jpg
NAIA,Langston,Lions,https://footballpedia.s3.amazonaws.com/logo/NAIA/Langston_Lions.jpg
NAIA,Lyon,Scots,https://footballpedia.s3.amazonaws.com/logo/NAIA/Lyon_Scots.jpg
NAIA,Oklahoma Panhandle,Aggies,https://pbs.twimg.com/profile_images/838900336249069572/MwWZf1zO_400x400.jpg
NAIA,Ottawa (AZ),Spirit,https://pbs.twimg.com/profile_images/827548628147281920/WSFvmuMn_400x400.jpg
NAIA,SAGU,Lions,https://footballpedia.s3.amazonaws.com/logo/NAIA/SAGU_Lions.jpg
NAIA,Texas College,Steers,https://pbs.twimg.com/profile_images/787100835528347648/wz5YNKZH_400x400.jpg
NAIA,Texas Wesleyan,Rams,https://joagency.com/wp-content/uploads/2019/02/CaseStudySquares_TexasWesleyanRam-Two-Color2.jpg
NAIA,Wayland Baptist,Pioneers,https://s3-us-west-2.amazonaws.com/scorestream-team-profile-pictures/286117/20181011000917_253_mascot300.jpg
FCS,Abilene Christian,Wildcats,https://footballpedia.s3.amazonaws.com/logo/Division+1/Abilene_Christian_Wildcats.png
FCS,Central Arkansas,Bears,https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/Central_Arkansas_Athletics_logo.svg/1024px-Central_Arkansas_Athletics_logo.svg.png
FCS,Houston Baptist,Huskies,https://footballpedia.s3.amazonaws.com/logo/Division+1/Houston_Baptist_Huskies.png
FCS,Incarnate Word,Cardinals,https://footballpedia.s3.amazonaws.com/logo/Division+1/Incarnate_Word_Cardinals.png
FCS,Lamar,Cardinals,https://footballpedia.s3.amazonaws.com/logo/Division+1/Lamar_Cardinals.png
FCS,McNeese State,Cowboys,https://footballpedia.s3.amazonaws.com/logo/Division+1/McNeese_State_Cowboys.png
FCS,Nicholls State,Colonels,https://footballpedia.s3.amazonaws.com/logo/Division+1/Nicholls_State_Colonels.png
FCS,Northwestern State,Demons,https://footballpedia.s3.amazonaws.com/logo/Division+1/Northwestern_State_Demons.png
FCS,Sam Houston State,Bearkats,https://footballpedia.s3.amazonaws.com/logo/Division+1/Sam_Houston_State_Bearkats.png
FCS,Southeastern Louisiana,Lions,https://footballpedia.s3.amazonaws.com/logo/Division+1/Southeastern_Louisiana_Lions.png
FCS,Stephen F. Austin,Lumberjacks,https://footballpedia.s3.amazonaws.com/logo/Division+1/Stephen_F._Austin_Lumberjacks.png
FBS,Appalachian State,Mountaineers,https://footballpedia.s3.amazonaws.com/logo/Division+1/Appalachian_State_Mountaineers.png
FBS,Arkansas State,Red Wolves,https://footballpedia.s3.amazonaws.com/logo/Division+1/Arkansas_State_Red_Wolves.png
FBS,Coastal Carolina,Chanticleers,https://footballpedia.s3.amazonaws.com/logo/Division+1/Coastal_Carolina_Chanticleers.png
FBS,Georgia Southern,Eagles,https://footballpedia.s3.amazonaws.com/logo/Division+1/Georgia_Southern_Eagles.png
FBS,Georgia State,Panthers,https://footballpedia.s3.amazonaws.com/logo/Division+1/Georgia_State_Panthers.png
FBS,Louisiana-Lafayette,Ragin' Cajuns,https://upload.wikimedia.org/wikipedia/en/thumb/0/06/Ragin_Cajuns_logo.svg/1920px-Ragin_Cajuns_logo.svg.png
FBS,Louisiana-Monroe,Warhawks,https://footballpedia.s3.amazonaws.com/logo/Division+1/Louisiana-Monroe_Warhawks.png
FBS,South Alabama,Jaguars,https://footballpedia.s3.amazonaws.com/logo/Division+1/South_Alabama_Jaguars.png
FBS,Texas State,Bobcats,https://footballpedia.s3.amazonaws.com/logo/Division+1/Texas_State_Bobcats.png
FBS,Troy,Trojans,https://upload.wikimedia.org/wikipedia/en/thumb/3/34/Troy_Trojans_logo.svg/800px-Troy_Trojans_logo.svg.png
FCS,Alabama A&M,Bulldogs,http://content.sportslogos.net/logos/30/598/thumbs/eeouzacpkg2tb9079kv6ez716.gif
FCS,Alabama State,Hornets,https://footballpedia.s3.amazonaws.com/logo/Division+1/Alabama_State_Hornets.gif
FCS,Alcorn State,Braves,https://footballpedia.s3.amazonaws.com/logo/Division+1/Alcorn_State_Braves.png
FCS,Arkansas-Pine Bluff,Golden Lions,https://footballpedia.s3.amazonaws.com/logo/Division+1/Arkansas-Pine_Bluff_Golden_Lions.png
FCS,Grambling,Tigers,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Grambling_State_Tigers_logo.svg/1024px-Grambling_State_Tigers_logo.svg.png
FCS,Jackson State,Tigers,https://upload.wikimedia.org/wikipedia/commons/e/ed/JacksonStateTigers.png
FCS,Mississippi Valley State,Delta Devils,https://footballpedia.s3.amazonaws.com/logo/Division+1/Mississippi_Valley_State_Delta_Devils.png
FCS,Prairie View A&M,Panthers,https://upload.wikimedia.org/wikipedia/en/thumb/0/05/Prairie_View_A%26M_Panthers_logo.svg/1920px-Prairie_View_A%26M_Panthers_logo.svg.png
FCS,Southern,Jaguars,https://footballpedia.s3.amazonaws.com/logo/Division+1/Southern_Jaguars.png
FCS,Texas Southern,Tigers,https://footballpedia.s3.amazonaws.com/logo/Division+1/Texas_Southern_Tigers.png
D3,Crown (MN),Storm,https://pbs.twimg.com/profile_images/1049727024011599872/KDIr5hAz_400x400.jpg
D3,Greenville,Panthers,https://footballpedia.s3.amazonaws.com/logo/Division+3/Greenville_Panthers.png
D3,Iowa Wesleyan,Tigers,https://footballpedia.s3.amazonaws.com/logo/Division+3/Iowa_Wesleyan_Tigers.jpg
D3,MacMurray,Highlanders,https://footballpedia.s3.amazonaws.com/logo/Division+3/MacMurray_Highlanders.jpg
D3,Martin Luther,Knights,https://footballpedia.s3.amazonaws.com/logo/Division+3/Martin_Luther_Knights.jpg
D3,Minnesota-Morris,Cougars,https://footballpedia.s3.amazonaws.com/logo/Division+3/Minnesota-Morris_Cougars.png
D3,Northwestern-St. Paul,Eagles,https://footballpedia.s3.amazonaws.com/logo/Division+3/Northwestern-St._Paul_Eagles.jpg
D3,St. Scholastica,Saints,https://footballpedia.s3.amazonaws.com/logo/Division+3/St._Scholastica_Saints.png
D3,Westminster (MO),Blue Jays,https://vignette.wikia.nocookie.net/baseball/images/6/6c/Westminster_MO_Blue_Jays.gif/revision/latest/scale-to-width-down/180?cb=20160228210339
D3,Averett,Cougars,https://footballpedia.s3.amazonaws.com/logo/Division+3/Averett_Cougars.png
D3,Brevard,Tornados,https://footballpedia.s3.amazonaws.com/logo/Division+3/Brevard_Tornados.jpg
D3,Greensboro College,Pride,https://footballpedia.s3.amazonaws.com/logo/Division+3/Greensboro_College_Pride.jpg
D3,Huntingdon,Hawks,https://footballpedia.s3.amazonaws.com/logo/Division+3/Huntingdon_Hawks.jpg
D3,LaGrange,Panthers,https://footballpedia.s3.amazonaws.com/logo/Division+3/LaGrange_Panthers.png
D3,Maryville (TN),Scots,https://pbs.twimg.com/profile_images/635115495046275072/MFC0MRcc_400x400.jpg
D3,Methodist,Monarchs,https://footballpedia.s3.amazonaws.com/logo/Division+3/Methodist_Monarchs.png
D3,North Carolina Wesleyan,Battling Bishops,https://footballpedia.s3.amazonaws.com/logo/Division+3/North_Carolina_Wesleyan_Battling_Bishops.png
D3,Wisconsin-Eau Claire,Blugolds,https://footballpedia.s3.amazonaws.com/logo/Division+3/Wisconsin-Eau_Claire_Blugolds.jpg
D3,Wisconsin-La Crosse,Eagles,https://footballpedia.s3.amazonaws.com/logo/Division+3/Wisconsin-La_Crosse_Eagles.jpg
D3,Wisconsin-Oshkosh,Titans,https://footballpedia.s3.amazonaws.com/logo/Division+3/Wisconsin-Oshkosh_Titans.jpg
D3,Wisconsin-Platteville,Pioneers,https://footballpedia.s3.amazonaws.com/logo/Division+3/Wisconsin-Platteville_Pioneers.jpg
D3,Wisconsin-River Falls,Falcons,https://footballpedia.s3.amazonaws.com/logo/Division+3/Wisconsin-River_Falls_Falcons.jpg
D3,Wisconsin-Stevens Point,Pointers,https://footballpedia.s3.amazonaws.com/logo/Division+3/Wisconsin-Stevens_Point_Pointers.jpg
D3,Wisconsin-Stout,Blue Devils,https://footballpedia.s3.amazonaws.com/logo/Division+3/Wisconsin-Stout_Blue_Devils.jpg
D3,Wisconsin-Whitewater,Warhawks,https://footballpedia.s3.amazonaws.com/logo/Division+3/Wisconsin-Whitewater_Warhawks.jpg
